name,online_order,book_table,rate,votes,location,approx_cost(for two people),listed_in(type),listed_in(city)
"Ilyazsab Shawarma Cafe","Yes","No",3.6,0,"Jayanagar",300,"Dine-out","Jayanagar"
"Sri Sai 99 Variety Dosa","Yes","No",3.6,38,"Jayanagar",300,"Dine-out","Jayanagar"
"J K Fish Land","Yes","No",3.6,35,"Jayanagar",300,"Dine-out","Jayanagar"
"Starlite Bakery & Fastfood","Yes","No",3.9,24,"Jayanagar",300,"Dine-out","Jayanagar"
"Rajvardhan Foods","Yes","No",3.9,315,"Jayanagar",300,"Dine-out","Jayanagar"
"Sandwich Hub","Yes","No",3.4,12,"Jayanagar",300,"Dine-out","Jayanagar"
"New Udupi Upahar","Yes","No",3.3,23,"Jayanagar",300,"Dine-out","Jayanagar"
"Anda Ka Funda","Yes","No",3.2,14,"Jayanagar",300,"Dine-out","Jayanagar"
"Paratha Junction","Yes","No",3.3,399,"Jayanagar",300,"Dine-out","Jayanagar"
"Chef Master","Yes","No",3.8,76,"Jayanagar",300,"Dine-out","Jayanagar"
"Adithya","No","No",3.7,29,"Jayanagar",300,"Dine-out","Jayanagar"
"The Little Kitchen","No","No",3.7,27,"Jayanagar",300,"Dine-out","Jayanagar"
"Adithya Veg","No","No",3.3,10,"Jayanagar",300,"Dine-out","Jayanagar"
"Chinese House","Yes","No",2.9,19,"Jayanagar",300,"Dine-out","Jayanagar"
"Parkview","No","No",4,130,"JP Nagar",300,"Dine-out","Jayanagar"
"Aramane Donne Biryani","Yes","No",3.7,0,"JP Nagar",300,"Dine-out","Jayanagar"
"Mavalli Tiffin Room (MTR)","No","No",4.2,875,"JP Nagar",300,"Dine-out","Jayanagar"
"Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©","Yes","No",3.6,52,"JP Nagar",300,"Dine-out","Jayanagar"
"Navya Foods","Yes","No",3.4,7,"HSR",300,"Dine-out","Jayanagar"
"Marenahalli Donne Biriyani","Yes","No",4,263,"JP Nagar",300,"Dine-out","Jayanagar"
"Srikrishna Bhavan","Yes","No",3.8,42,"Banashankari",300,"Dine-out","Jayanagar"
"Udupi Grand","Yes","No",3.8,76,"Basavanagudi",300,"Dine-out","Jayanagar"
"Chaitanya Grand","No","No",3.6,13,"Bannerghatta Road",300,"Dine-out","Jayanagar"
"Pathaan Sir","Yes","No",3.3,34,"Bannerghatta Road",300,"Dine-out","Jayanagar"
"Soup Station","Yes","No",3.7,11,"Bannerghatta Road",300,"Dine-out","Jayanagar"
"SLV Swadishta","No","No",3.8,191,"Banashankari",300,"Dine-out","Jayanagar"
"Spar Refresh","No","No",3.5,5,"Bannerghatta Road",300,"Dine-out","Jayanagar"
"Bikaner Jn","Yes","No",3.9,85,"JP Nagar",300,"Dine-out","Jayanagar"
"Jaganath Restaurant And Hotel","No","No",3.2,8,"JP Nagar",300,"Dine-out","Jayanagar"
"Juice Fresco & Pizza","No","No",3.4,12,"JP Nagar",300,"Dine-out","Jayanagar"
"Karavali Fish Center","No","No",3.4,10,"Banashankari",300,"Dine-out","Jayanagar"
"Sai Shiv Sagar","No","No",2.8,14,"Bannerghatta Road",300,"Dine-out","Jayanagar"
"Vijaya Sagar","No","No",3.6,15,"Wilson Garden",300,"Dine-out","Jayanagar"
"SLV Restaurant","No","No",4.1,379,"JP Nagar",300,"Dine-out","Jayanagar"
"Malnad Blossom, Coffee & Cream","No","No",3.8,33,"JP Nagar",300,"Dine-out","Jayanagar"
"Chaitanya Cafe","Yes","No",3.9,92,"JP Nagar",300,"Dine-out","Jayanagar"
"Udupi Upachar","Yes","No",3.3,13,"JP Nagar",300,"Dine-out","Jayanagar"
"Wow Momo","Yes","No",3.4,12,"JP Nagar",300,"Dine-out","Jayanagar"
"Chatar Patar","No","No",3.6,65,"Banashankari",300,"Dine-out","Jayanagar"
"Hotel Aradhana","Yes","No",3.7,51,"Bannerghatta Road",300,"Dine-out","Jayanagar"
"Kidambi's Kitchen","No","No",3.4,52,"Banashankari",300,"Dine-out","Jayanagar"
"Pappu Chaiwalla","No","No",3.6,141,"JP Nagar",300,"Dine-out","Jayanagar"
"Inchara Restaurant","Yes","No",3.3,0,"Basavanagudi",300,"Dine-out","Jayanagar"
"Sri Krishna Sagar","No","No",3.1,54,"JP Nagar",300,"Dine-out","Jayanagar"
"Parkview","No","No",4,130,"JP Nagar",300,"Dine-out","JP Nagar"
"Bikaner Jn","Yes","No",3.9,85,"JP Nagar",300,"Dine-out","JP Nagar"
"Jaganath Restaurant And Hotel","No","No",3.2,8,"JP Nagar",300,"Dine-out","JP Nagar"
"Malnad Blossom, Coffee & Cream","No","No",3.8,33,"JP Nagar",300,"Dine-out","JP Nagar"
"Eat & Joy Restaurant","Yes","No",3.1,7,"JP Nagar",300,"Dine-out","JP Nagar"
"Sri Krishna Sagar","No","No",3,54,"JP Nagar",300,"Dine-out","JP Nagar"
"Amritsari Kulcha Land","Yes","No",4,260,"JP Nagar",300,"Dine-out","JP Nagar"
"Mavalli Tiffin Room (MTR)","No","No",4.1,873,"JP Nagar",300,"Dine-out","JP Nagar"
"Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©","Yes","No",3.6,49,"JP Nagar",300,"Dine-out","JP Nagar"
"Momo Jojo","Yes","No",4.3,539,"JP Nagar",300,"Dine-out","JP Nagar"
"Marenahalli Donne Biriyani","Yes","No",3.9,261,"JP Nagar",300,"Dine-out","JP Nagar"
"Five Star Chicken","No","No",3.3,5,"JP Nagar",300,"Dine-out","JP Nagar"
"The Little Kitchen","Yes","No",3.4,5,"JP Nagar",300,"Dine-out","JP Nagar"
"New Udupi Grand","Yes","No",3.5,47,"JP Nagar",300,"Dine-out","JP Nagar"
"Juice Fresco & Pizza","Yes","No",3.4,12,"JP Nagar",300,"Dine-out","JP Nagar"
"Chaitanya Cafe","Yes","No",3.9,92,"JP Nagar",300,"Dine-out","JP Nagar"
"SLV Restaurant","No","No",4.2,378,"JP Nagar",300,"Dine-out","JP Nagar"
"Udupi Upachar","Yes","No",3.3,13,"JP Nagar",300,"Dine-out","JP Nagar"
"Rolls On Wheels","No","No",3.1,138,"JP Nagar",300,"Dine-out","JP Nagar"
"Pappu Chaiwalla","No","No",3.6,140,"JP Nagar",300,"Dine-out","JP Nagar"
"The Cake Ville","Yes","No",3.2,18,"JP Nagar",300,"Dine-out","JP Nagar"
"Wow Momo","Yes","No",3.3,12,"JP Nagar",300,"Dine-out","JP Nagar"
"Gowdru Military Hotel","No","No",3.2,5,"JP Nagar",300,"Dine-out","JP Nagar"
"Sang Grail","No","No",3.6,34,"JP Nagar",300,"Dine-out","JP Nagar"
"Akshaya Donne Biriyani","Yes","No",3,39,"JP Nagar",300,"Dine-out","JP Nagar"
"Once In Nature","Yes","No",3.7,37,"JP Nagar",300,"Dine-out","JP Nagar"
"Biryani Times","No","No",3.5,16,"JP Nagar",300,"Dine-out","JP Nagar"
"Banashankari Nati Style","Yes","No",3.6,8,"JP Nagar",300,"Dine-out","JP Nagar"
"Five Star Chicken","Yes","No",3.9,62,"JP Nagar",300,"Dine-out","JP Nagar"
"Halli Mane MUDDE OOTA","Yes","No",3.5,14,"JP Nagar",300,"Dine-out","JP Nagar"
"SGS Non Veg - Gundu Pulav","Yes","No",3.9,121,"Bannerghatta Road",300,"Dine-out","JP Nagar"
"Chaitanya Grand","No","No",3.6,12,"Bannerghatta Road",300,"Dine-out","JP Nagar"
"Sagar Grand","Yes","No",3.8,31,"Bannerghatta Road",300,"Dine-out","JP Nagar"
"Spar Refresh","No","No",3.4,5,"Bannerghatta Road",300,"Dine-out","JP Nagar"
"Kalpavruksha","Yes","No",3.9,99,"Bannerghatta Road",300,"Dine-out","JP Nagar"
"Sai Shiv Sagar","No","No",2.8,14,"Bannerghatta Road",300,"Dine-out","JP Nagar"
"Hotel Aradhana","Yes","No",3.7,51,"Bannerghatta Road",300,"Dine-out","JP Nagar"
"Chaat Chatore","No","No",3.1,5,"Bannerghatta Road",300,"Dine-out","JP Nagar"
"Paratha Junction","Yes","No",2.4,158,"Bannerghatta Road",300,"Dine-out","JP Nagar"
"Laa Raiba Restaurant","No","No",3.3,7,"Bannerghatta Road",300,"Dine-out","JP Nagar"
"Cross Road Cafe","Yes","No",3.9,91,"Jayanagar",300,"Dine-out","JP Nagar"
"Srikrishna Bhavan","Yes","No",3.8,42,"Banashankari",300,"Dine-out","JP Nagar"
"Rajvardhan Foods","Yes","No",3.9,315,"Jayanagar",300,"Dine-out","JP Nagar"
"Paratha Merchant","Yes","No",3.1,39,"Kumaraswamy Layout",300,"Dine-out","JP Nagar"
"New Udupi Upahar","Yes","No",3.5,23,"Jayanagar",300,"Dine-out","JP Nagar"
"Sri Sai 99 Variety Dosa","Yes","No",3.6,38,"Jayanagar",300,"Dine-out","JP Nagar"
"The Hot Cafe","No","No",3.2,24,"Kumaraswamy Layout",300,"Dine-out","JP Nagar"
"The Little Kitchen","No","No",3.8,27,"Jayanagar",300,"Dine-out","JP Nagar"
"Chef Master","Yes","No",3.8,75,"Jayanagar",300,"Dine-out","JP Nagar"
"Anda Ka Funda","Yes","No",3.1,14,"Jayanagar",300,"Dine-out","JP Nagar"
"Tasty Bytes","Yes","No",3.1,245,"Kumaraswamy Layout",300,"Dine-out","JP Nagar"
"Mr. Singh Da Dhaba","Yes","No",3.6,241,"Kumaraswamy Layout",300,"Dine-out","JP Nagar"
"Chinese House","Yes","No",2.8,19,"Jayanagar",300,"Dine-out","JP Nagar"
"Matru Sagar","Yes","No",4.1,327,"Kalyan Nagar",300,"Dine-out","Kalyan Nagar"
"Oye Hoye","Yes","No",3.8,69,"Kalyan Nagar",300,"Dine-out","Kalyan Nagar"
"Srinidhi Veg Food Court","Yes","No",3.9,96,"Kalyan Nagar",300,"Dine-out","Kalyan Nagar"
"Five Star Chicken","No","No",3.3,14,"Kalyan Nagar",300,"Dine-out","Kalyan Nagar"
"Chikpet Donne Biriyani Corner","Yes","No",3.7,7,"Kalyan Nagar",300,"Dine-out","Kalyan Nagar"
"Parantha Singh","No","No",3.7,31,"Kalyan Nagar",300,"Dine-out","Kalyan Nagar"
"Sangam Mess","No","No",4.2,216,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Al Amal Cafe","No","No",4,74,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Cluxi","No","No",3.6,15,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Al Amanah Cafe","Yes","No",4.4,1418,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Home Food","Yes","No",3.4,13,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Mangalore Lunch Home","Yes","No",3.1,33,"HBR Layout",300,"Dine-out","Kalyan Nagar"
"Just Shawarma","Yes","No",3.7,118,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Fish Chain","Yes","No",3.5,12,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Navarang Fast Food","Yes","No",3.6,114,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Zabi","Yes","No",3.8,173,"HBR Layout",300,"Dine-out","Kalyan Nagar"
"Upahara Mandira","Yes","No",3.9,24,"HBR Layout",300,"Dine-out","Kalyan Nagar"
"Pathaan Sir","Yes","No",3.3,58,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Coorg Lunch Home","Yes","No",3.6,57,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Le Roll Cafe","Yes","No",3.9,52,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Mazedaar","No","No",3.2,10,"HBR Layout",300,"Dine-out","Kalyan Nagar"
"Ice Berg","No","No",3.3,7,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Sannidhi Grand","Yes","No",3.8,49,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Sri Sagar","Yes","No",3.7,27,"Kammanahalli",300,"Dine-out","Kalyan Nagar"
"Naina Nand Food Express","Yes","No",3.3,8,"HBR Layout",300,"Dine-out","Kalyan Nagar"
"Donne Biriyani Mane","No","No",3.8,161,"Banaswadi",300,"Dine-out","Kalyan Nagar"
"Sanky's Burger House","Yes","No",4.3,332,"Hennur",300,"Dine-out","Kalyan Nagar"
"Chinnu's Mane Biryani","Yes","No",3.5,10,"Banaswadi",300,"Dine-out","Kalyan Nagar"
"Al Barack Cafetaria","No","No",3.6,20,"Banaswadi",300,"Dine-out","Kalyan Nagar"
"My Little China","Yes","No",3.7,32,"Hennur",300,"Dine-out","Kalyan Nagar"
"Hotel Zam Zam","Yes","No",3.2,30,"Hennur",300,"Dine-out","Kalyan Nagar"
"Shammah's","No","No",3.3,21,"Hennur",300,"Dine-out","Kalyan Nagar"
"Curries & Chillies","Yes","No",3,20,"Banaswadi",300,"Dine-out","Kalyan Nagar"
"T-hut Cafe","Yes","No",3.6,21,"Banaswadi",300,"Dine-out","Kalyan Nagar"
"Sri Devi Sagar","No","No",3.7,161,"Banaswadi",300,"Dine-out","Kalyan Nagar"
"Rolls On Wheels","No","No",2.8,69,"Banaswadi",300,"Dine-out","Kalyan Nagar"
"Sri Sagar","No","No",3.5,11,"Banaswadi",300,"Dine-out","Kalyan Nagar"
"Tawa Fresh","Yes","No",3.4,12,"Hennur",300,"Dine-out","Kalyan Nagar"
"Cafeteria Al - Falah","No","No",3.3,5,"Banaswadi",300,"Dine-out","Kalyan Nagar"
"Gundappa Donne Biryani Mane","Yes","No",3.4,55,"Nagawara",300,"Dine-out","Kalyan Nagar"
"Sangam Mess","No","No",4.2,232,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Al Amal Cafe","No","No",4,76,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Al Amanah Cafe","Yes","No",4.4,1514,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Home Food","Yes","No",3.5,17,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Just Shawarma","Yes","No",3.7,119,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Fish Chain","Yes","No",3.5,15,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Navarang Fast Food","Yes","No",3.6,116,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Pathaan Sir","Yes","No",3.7,59,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Coorg Lunch Home","Yes","No",3.6,60,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Le Roll Cafe","Yes","No",3.9,57,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Ice Berg","Yes","No",3.3,9,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Sannidhi Grand","Yes","No",3.8,52,"Kammanahalli",300,"Dine-out","Kammanahalli"
"Sri Sagar","Yes","No",3.7,30,"Kammanahalli",300,"Dine-out","Kammanahalli"
"ILA Kitchen","Yes","No",3.7,16,"Banaswadi",300,"Dine-out","Kammanahalli"
"Donne Biriyani Mane","No","No",3.8,164,"Banaswadi",300,"Dine-out","Kammanahalli"
"Chinnu's Mane Biryani","Yes","No",3.5,11,"Banaswadi",300,"Dine-out","Kammanahalli"
"Mangalore Lunch Home","Yes","No",3.2,35,"HBR Layout",300,"Dine-out","Kammanahalli"
"Matru Sagar","Yes","No",4,332,"Kalyan Nagar",300,"Dine-out","Kammanahalli"
"Al Barack Cafetaria","No","No",3.6,20,"Banaswadi",300,"Dine-out","Kammanahalli"
"Oye Hoye","Yes","No",3.8,69,"Kalyan Nagar",300,"Dine-out","Kammanahalli"
"Upsouth","Yes","No",3.8,59,"Banaswadi",300,"Dine-out","Kammanahalli"
"Srinidhi Veg Food Court","Yes","No",3.9,100,"Kalyan Nagar",300,"Dine-out","Kammanahalli"
"Zabi","Yes","No",3.8,173,"HBR Layout",300,"Dine-out","Kammanahalli"
"Upahara Mandira","Yes","No",3.9,28,"HBR Layout",300,"Dine-out","Kammanahalli"
"Chikpet Donne Biriyani Corner","Yes","No",3.7,8,"Kalyan Nagar",300,"Dine-out","Kammanahalli"
"Malabar Food Court","Yes","No",3.4,10,"HBR Layout",300,"Dine-out","Kammanahalli"
"Curries & Chillies","No","No",3,20,"Banaswadi",300,"Dine-out","Kammanahalli"
"Sri Devi Sagar","No","No",3.7,161,"Banaswadi",300,"Dine-out","Kammanahalli"
"T-hut Cafe","Yes","No",3.6,21,"Banaswadi",300,"Dine-out","Kammanahalli"
"Rolls On Wheels","No","No",2.8,69,"Banaswadi",300,"Dine-out","Kammanahalli"
"Sri Datta Biryani House","No","No",3.5,54,"Banaswadi",300,"Dine-out","Kammanahalli"
"Udupas Veg Restaurant","No","No",3.2,11,"Banaswadi",300,"Dine-out","Kammanahalli"
"Mazedaar","No","No",3.2,10,"HBR Layout",300,"Dine-out","Kammanahalli"
"Parantha Singh","No","No",3.6,33,"Kalyan Nagar",300,"Dine-out","Kammanahalli"
"Cafeteria Al - Falah","No","No",3.3,5,"Banaswadi",300,"Dine-out","Kammanahalli"
"Naina Nand Food Express","Yes","No",3.4,9,"HBR Layout",300,"Dine-out","Kammanahalli"
"Sanky's Burger House","Yes","No",4.3,345,"Hennur",300,"Dine-out","Kammanahalli"
"Hotel Zam Zam","Yes","No",3.2,37,"Hennur",300,"Dine-out","Kammanahalli"
"Shammah's","No","No",3.3,21,"Hennur",300,"Dine-out","Kammanahalli"
"Polamma's Mess","No","No",3.7,25,"Koramangala 7th Block",300,"Dine-out","Koramangala 4th Block"
"North Indian And Bengali Mess","No","No",3.7,34,"Koramangala 5th Block",300,"Dine-out","Koramangala 4th Block"
"Selfie Cafe","No","No",3.7,19,"Koramangala 7th Block",300,"Dine-out","Koramangala 4th Block"
"Gangothri Veg Restaurant","Yes","No",3.7,93,"Koramangala 6th Block",300,"Dine-out","Koramangala 4th Block"
"Om's Cafe Prana","No","No",3.6,16,"Koramangala 7th Block",300,"Dine-out","Koramangala 4th Block"
"Habibi Falafel","Yes","No",4.3,221,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"Khatta Meetha Teekha","Yes","No",4.2,190,"Koramangala 6th Block",300,"Dine-out","Koramangala 4th Block"
"Gods Own Cafe","Yes","No",4.4,384,"Koramangala 7th Block",300,"Dine-out","Koramangala 4th Block"
"Chapati House","Yes","No",3.9,34,"Ejipura",300,"Dine-out","Koramangala 4th Block"
"Sagar Fast Food","Yes","No",4,76,"Koramangala 3rd Block",300,"Dine-out","Koramangala 4th Block"
"Guns N Roses","Yes","No",3.6,23,"Ejipura",300,"Dine-out","Koramangala 4th Block"
"Chaska Bun","Yes","No",4.2,166,"Koramangala 5th Block",300,"Dine-out","Koramangala 4th Block"
"Delite Chaat House","Yes","No",3.9,501,"Koramangala 6th Block",300,"Dine-out","Koramangala 4th Block"
"Udupi Upahar","No","No",3.6,16,"Koramangala 7th Block",300,"Dine-out","Koramangala 4th Block"
"Sri Krishna Sagar","Yes","No",3.9,43,"Koramangala 6th Block",300,"Dine-out","Koramangala 4th Block"
"New Mangalore Lunch Home","Yes","No",3.8,36,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"The Kitchen","Yes","No",3.6,9,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"Under The Hood","Yes","No",4,76,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"Pappu Chaiwalla","Yes","No",3.5,10,"Koramangala 7th Block",300,"Dine-out","Koramangala 4th Block"
"Chowpatty","Yes","No",3.6,95,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"Ghee Positive","Yes","No",3.8,48,"Koramangala 8th Block",300,"Dine-out","Koramangala 4th Block"
"Ganesh Restaurant","Yes","No",3.7,51,"Koramangala 5th Block",300,"Dine-out","Koramangala 4th Block"
"Five Star Chicken","No","No",2.7,45,"Koramangala 6th Block",300,"Dine-out","Koramangala 4th Block"
"Golden China","Yes","No",3.6,22,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"Kinpeetos","Yes","No",3.9,64,"Koramangala 5th Block",300,"Dine-out","Koramangala 4th Block"
"Bharat Kitchen","Yes","No",3.7,21,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"Mangala Hotel","Yes","No",3.6,97,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"Subham Pal Kitchen","Yes","No",3.3,10,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"Rolls On Wheels","No","No",2.6,153,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"Jeevika Donne Biryani","No","No",3.4,8,"Koramangala 8th Block",300,"Dine-out","Koramangala 4th Block"
"Peppers","Yes","No",2.8,94,"Ejipura",300,"Dine-out","Koramangala 4th Block"
"Udupi Grand","No","No",2.8,64,"Koramangala 7th Block",300,"Dine-out","Koramangala 4th Block"
"Village Donne Biryani","Yes","No",3.3,49,"Koramangala 5th Block",300,"Dine-out","Koramangala 4th Block"
"Desi Dhaba","No","No",3.7,34,"Koramangala 7th Block",300,"Dine-out","Koramangala 4th Block"
"Food And You","No","No",3.8,89,"Koramangala 5th Block",300,"Dine-out","Koramangala 4th Block"
"C Kosila Kitchen","Yes","No",3.1,7,"Ejipura",300,"Dine-out","Koramangala 4th Block"
"Sri Krishna Sagar","No","No",3.6,13,"Koramangala 7th Block",300,"Dine-out","Koramangala 4th Block"
"Paratha Singh Pakora King","Yes","No",3.7,36,"Koramangala 6th Block",300,"Dine-out","Koramangala 4th Block"
"Udupi Upahara","No","No",3.6,47,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"Falafel's - The Lebanese Haus","No","No",2.9,53,"Koramangala 7th Block",300,"Dine-out","Koramangala 4th Block"
"Maa Durga Fast Food","Yes","No",3.6,21,"Koramangala 8th Block",300,"Dine-out","Koramangala 4th Block"
"Kor Cafe","Yes","No",3.8,36,"Koramangala 1st Block",300,"Dine-out","Koramangala 4th Block"
"A3 Nuwang Kitchen","Yes","No",3.7,42,"Ejipura",300,"Dine-out","Koramangala 4th Block"
"DeliToons","No","No",4,126,"Koramangala 6th Block",300,"Dine-out","Koramangala 4th Block"
"Rolls On Wheel","No","No",3,18,"Koramangala 5th Block",300,"Dine-out","Koramangala 4th Block"
"Mr. Meow's Hotdogs","No","No",3.5,7,"Koramangala 6th Block",300,"Dine-out","Koramangala 4th Block"
"Shahi Darbar","Yes","No",3.2,5,"Ejipura",300,"Dine-out","Koramangala 4th Block"
"Pathaan Sir","Yes","No",3.8,132,"Koramangala 7th Block",300,"Dine-out","Koramangala 4th Block"
"Navya Foods","Yes","No",3.4,7,"HSR",300,"Dine-out","Koramangala 4th Block"
"Sri Udupi Park","Yes","No",4,65,"HSR",300,"Dine-out","Koramangala 4th Block"
"Litti Twist","Yes","No",4.2,106,"Hosur Road",300,"Dine-out","Koramangala 4th Block"
"Nandhanam Restaurant","Yes","No",3.8,8,"HSR",300,"Dine-out","Koramangala 4th Block"
"Hotel Reddy Bhavan","Yes","No",3.4,11,"HSR",300,"Dine-out","Koramangala 4th Block"
"AutoExpress - Hot Dogs","Yes","No",3.3,5,"HSR",300,"Dine-out","Koramangala 4th Block"
"North Indian And Bengali Mess","No","No",3.7,34,"Koramangala 5th Block",300,"Dine-out","Koramangala 5th Block"
"Chaska Bun","Yes","No",4.2,166,"Koramangala 5th Block",300,"Dine-out","Koramangala 5th Block"
"Ganesh Restaurant","Yes","No",3.7,51,"Koramangala 5th Block",300,"Dine-out","Koramangala 5th Block"
"Kinpeetos","Yes","No",3.9,64,"Koramangala 5th Block",300,"Dine-out","Koramangala 5th Block"
"Village Donne Biryani","Yes","No",3.3,49,"Koramangala 5th Block",300,"Dine-out","Koramangala 5th Block"
"Food And You","No","No",3.8,89,"Koramangala 5th Block",300,"Dine-out","Koramangala 5th Block"
"Rolls On Wheel","No","No",3,18,"Koramangala 5th Block",300,"Dine-out","Koramangala 5th Block"
"Ascharya Hotel","Yes","No",3.4,11,"Koramangala 5th Block",300,"Dine-out","Koramangala 5th Block"
"Polamma's Mess","No","No",3.7,25,"Koramangala 7th Block",300,"Dine-out","Koramangala 5th Block"
"Selfie Cafe","No","No",3.7,19,"Koramangala 7th Block",300,"Dine-out","Koramangala 5th Block"
"Gangothri Veg Restaurant","Yes","No",3.7,93,"Koramangala 6th Block",300,"Dine-out","Koramangala 5th Block"
"Om's Cafe Prana","No","No",3.6,17,"Koramangala 7th Block",300,"Dine-out","Koramangala 5th Block"
"Habibi Falafel","Yes","No",4.3,220,"Koramangala 1st Block",300,"Dine-out","Koramangala 5th Block"
"Khatta Meetha Teekha","Yes","No",4.3,193,"Koramangala 6th Block",300,"Dine-out","Koramangala 5th Block"
"Gods Own Cafe","Yes","No",4.4,384,"Koramangala 7th Block",300,"Dine-out","Koramangala 5th Block"
"Chapati House","Yes","No",3.9,34,"Ejipura",300,"Dine-out","Koramangala 5th Block"
"Sagar Fast Food","Yes","No",4,76,"Koramangala 3rd Block",300,"Dine-out","Koramangala 5th Block"
"Guns N Roses","Yes","No",3.6,23,"Ejipura",300,"Dine-out","Koramangala 5th Block"
"Delite Chaat House","Yes","No",3.9,501,"Koramangala 6th Block",300,"Dine-out","Koramangala 5th Block"
"Udupi Upahar","No","No",3.6,16,"Koramangala 7th Block",300,"Dine-out","Koramangala 5th Block"
"Sri Krishna Sagar","Yes","No",3.9,43,"Koramangala 6th Block",300,"Dine-out","Koramangala 5th Block"
"New Mangalore Lunch Home","Yes","No",3.8,36,"Koramangala 1st Block",300,"Dine-out","Koramangala 5th Block"
"Under The Hood","Yes","No",4,76,"Koramangala 1st Block",300,"Dine-out","Koramangala 5th Block"
"Pappu Chaiwalla","Yes","No",3.5,10,"Koramangala 7th Block",300,"Dine-out","Koramangala 5th Block"
"Litti Twist","Yes","No",4.2,106,"Hosur Road",300,"Dine-out","Koramangala 5th Block"
"Ghee Positive","Yes","No",3.8,48,"Koramangala 8th Block",300,"Dine-out","Koramangala 5th Block"
"Chowpatty","Yes","No",3.6,95,"Koramangala 1st Block",300,"Dine-out","Koramangala 5th Block"
"Five Star Chicken","No","No",2.7,45,"Koramangala 6th Block",300,"Dine-out","Koramangala 5th Block"
"Golden China","Yes","No",3.6,23,"Koramangala 1st Block",300,"Dine-out","Koramangala 5th Block"
"Bharat Kitchen","Yes","No",3.7,21,"Koramangala 1st Block",300,"Dine-out","Koramangala 5th Block"
"Subham Pal Kitchen","Yes","No",3.3,10,"Koramangala 1st Block",300,"Dine-out","Koramangala 5th Block"
"Mangala Hotel","Yes","No",3.6,97,"Koramangala 1st Block",300,"Dine-out","Koramangala 5th Block"
"Rolls On Wheels","No","No",2.6,153,"Koramangala 1st Block",300,"Dine-out","Koramangala 5th Block"
"Jeevika Donne Biryani","No","No",3.4,8,"Koramangala 8th Block",300,"Dine-out","Koramangala 5th Block"
"Peppers","Yes","No",2.8,94,"Ejipura",300,"Dine-out","Koramangala 5th Block"
"Udupi Grand","No","No",2.8,64,"Koramangala 7th Block",300,"Dine-out","Koramangala 5th Block"
"Desi Dhaba","No","No",3.7,35,"Koramangala 7th Block",300,"Dine-out","Koramangala 5th Block"
"C Kosila Kitchen","Yes","No",3.1,8,"Ejipura",300,"Dine-out","Koramangala 5th Block"
"Sri Krishna Sagar","No","No",3.6,13,"Koramangala 7th Block",300,"Dine-out","Koramangala 5th Block"
"Paratha Singh Pakora King","Yes","No",3.7,36,"Koramangala 6th Block",300,"Dine-out","Koramangala 5th Block"
"Udupi Upahara","No","No",3.6,47,"Koramangala 1st Block",300,"Dine-out","Koramangala 5th Block"
"Falafel's - The Lebanese Haus","No","No",2.9,53,"Koramangala 7th Block",300,"Dine-out","Koramangala 5th Block"
"Maa Durga Fast Food","Yes","No",3.6,21,"Koramangala 8th Block",300,"Dine-out","Koramangala 5th Block"
"Kor Cafe","Yes","No",3.8,36,"Koramangala 1st Block",300,"Dine-out","Koramangala 5th Block"
